index,Date,Gender,Age,ImportanceExercise,FitnessLevel,Frequency,Barriers,Activity,DoYouDo,Daytime,Unit,Diet,BarriersDiet,SelfRatingDiet,RecommendedFriend,PurchasedEquipment,Motivation
442,2019/07/05 6:54:21 PM GMT+5:30,Male,19 to 25,4,Good,2 to 3 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to lose weight
443,2019/07/05 6:54:32 PM GMT+5:30,Female,19 to 25,4,Good,1 to 2 times a week,I don't have enough time,Gym;Swimming,With a friend,Evening,1 hour,Not always,Temptation and cravings,4,Yes,Yes,I want to be fit
444,2019/07/05 6:58:58 PM GMT+5:30,Male,30 to 40,4,Average,1 to 2 times a week,I don't have enough time;I can't stay motivated,Walking or jogging;Gym;Lifting weights,Alone,Early morning,1 hour,Not always,Ease of access to fast food;Temptation and cravings,4,Yes,Yes,I want to lose weight;I want to relieve stress
445,2019/07/05 7:03:53 PM GMT+5:30,Male,40 and above,5,Good,3 to 4 times a week,I exercise regularly with no barriers,Walking or jogging;Yoga,Alone,Evening,1 hour,Yes,I have a balanced diet,4,Yes,Yes,I want to be fit;I want to look young and think young
446,2019/07/05 7:07:23 PM GMT+5:30,Female,15 to 18,5,Good,1 to 2 times a week,I don't have enough time,Walking or jogging;Gym,Alone,Evening,1 hour,Not always,Temptation and cravings;I have a balanced diet,3,Yes,Yes,I want to be fit;I want to lose weight
447,2019/07/05 7:25:10 PM GMT+5:30,Male,15 to 18,5,Good,5 to 6 times a week,I don't have enough time,Walking or jogging;Team sport,Alone,Early morning,1 hour,Not always,Temptation and cravings,4,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to achieve a sporting goal
448,2019/07/05 7:34:09 PM GMT+5:30,Female,15 to 18,4,Average,1 to 2 times a week,I don't have enough time;I can't stay motivated,Walking or jogging,Alone,Early morning,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,No,I want to lose weight
449,2019/07/05 7:42:14 PM GMT+5:30,Female,15 to 18,5,Very good,Everyday,I don't have enough time;I'll become too tired,Walking or jogging;Gym;Yoga,Alone,Early morning,30 minutes,Yes,Lack of time,4,Yes,Yes,I want to be fit;I want to lose weight;I want to relieve stress
450,2019/07/05 7:54:11 PM GMT+5:30,Male,15 to 18,4,Good,2 to 3 times a week,I don't have enough time,Walking or jogging,Alone,Evening,1 hour,Not always,Temptation and cravings,3,Yes,No,I want to be flexible
451,2019/07/05 7:55:33 PM GMT+5:30,Male,15 to 18,5,Average,5 to 6 times a week,I don't have enough time,Walking or jogging;Team sport,With a group,Early morning,30 minutes,Not always,Temptation and cravings,4,No,Yes,I want to be fit;I want to increase muscle mass and strength;I want to lose weight
452,2019/07/05 8:08:35 PM GMT+5:30,Female,15 to 18,5,Good,Everyday,I can't stay motivated,Walking or jogging;Gym,With a friend,Evening,1 hour,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
453,2019/07/05 8:18:34 PM GMT+5:30,Female,19 to 25,3,Good,1 to 2 times a week,I don't have enough time,Gym,Alone,Evening,1 hour,Not always,Ease of access to fast food,3,Yes,No,I want to lose weight
454,2019/07/05 8:21:02 PM GMT+5:30,Female,15 to 18,3,Good,Never,I don't have enough time;I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Yes,I have a balanced diet,4,Yes,No,I'm sorry ... I'm not really interested in exercising
455,2019/07/05 8:38:49 PM GMT+5:30,Female,26 to 30,4,Good,2 to 3 times a week,I don't have enough time,Walking or jogging;Gym;Yoga;Zumba dance,With a friend,Early morning,1 hour,Not always,Lack of time,3,Yes,No,I want to be fit;I want to lose weight;I want to relieve stress
456,2019/07/05 9:04:26 PM GMT+5:30,Female,40 and above,5,Average,3 to 4 times a week,I can't stay motivated,Walking or jogging,Alone,Evening,30 minutes,Not always,I have a balanced diet,4,Yes,Yes,I want to be fit;I want to lose weight;I want to relieve stress
457,2019/07/05 9:04:38 PM GMT+5:30,Female,40 and above,5,Good,5 to 6 times a week,Travel time I skip,Gym,With a friend,Early morning,1 hour,Not always,Rarely eat fast food,4,Yes,No,I want to be fit;I want to be flexible
458,2019/07/05 9:04:52 PM GMT+5:30,Female,15 to 18,5,Very good,Everyday,I exercise regularly with no barriers,Yoga,Alone,Early morning,1 hour,Not always,I have a balanced diet,4,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
459,2019/07/05 9:07:18 PM GMT+5:30,Male,40 and above,5,Good,2 to 3 times a week,I don't have enough time,Walking or jogging;Gym;Lifting weights,Alone,Afternoon,2 hours,Not always,I do not measure. I can't say for sure if my diet is balanced. ,3,Yes,No,I want to be fit;I want to increase muscle mass and strength
460,2019/07/05 9:12:23 PM GMT+5:30,Female,15 to 18,3,Average,1 to 2 times a week,I'll become too tired;I don't really enjoy exercising,Walking or jogging,Alone,Evening,30 minutes,Not always,Temptation and cravings,2,Yes,No,I want to relieve stress
461,2019/07/05 9:26:59 PM GMT+5:30,Female,40 and above,3,Average,1 to 2 times a week,I can't stay motivated,Walking or jogging,Alone,Evening,30 minutes,Not always,Temptation and cravings,3,No,Yes,I want to be fit
462,2019/07/05 9:46:34 PM GMT+5:30,Male,40 and above,4,Average,2 to 3 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Yes,I have a balanced diet,3,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
463,2019/07/05 9:47:37 PM GMT+5:30,Female,15 to 18,5,Good,3 to 4 times a week,I don't have enough time;I'll become too tired,Walking or jogging,With a group,Early morning,1 hour,Not always,Lack of time;Temptation and cravings,4,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible;I want to achieve a sporting goal
464,2019/07/05 10:04:31 PM GMT+5:30,Female,40 and above,5,Perfect,3 to 4 times a week,I exercise regularly with no barriers,Walking or jogging,Alone,Evening,30 minutes,Yes,I have a balanced diet,5,Yes,No,I want to be fit
465,2019/07/05 10:17:45 PM GMT+5:30,Female,15 to 18,4,Very good,2 to 3 times a week,I'll become too tired,Zumba dance,With a friend,Evening,1 hour,Not always,Temptation and cravings,3,Yes,Yes,I want to be flexible
466,2019/07/05 11:00:22 PM GMT+5:30,Female,40 and above,4,Good,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Yes,I have a balanced diet,3,No,Yes,I want to be fit;I want to be flexible;I want to relieve stress
467,2019/07/05 11:03:54 PM GMT+5:30,Male,19 to 25,4,Unfit,Never,I exercise regularly with no barriers,Team sport,I don't really exercise,Evening,I don't really exercise,No,Alcohol does me a good diet,3,Yes,No,Gotta get that alcohol and **** out of the system
468,2019/07/05 11:42:02 PM GMT+5:30,Female,19 to 25,5,Very good,3 to 4 times a week,I'll become too tired,Walking or jogging;Yoga,Alone,Evening,30 minutes,Yes,I have a balanced diet,4,Yes,Yes,I want to be fit;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
469,2019/07/06 12:00:40 AM GMT+5:30,Male,40 and above,5,Good,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Ease of access to fast food;Temptation and cravings,4,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
470,2019/07/06 12:11:45 AM GMT+5:30,Female,19 to 25,3,Unfit,Never,I don't have enough time;I can't stay motivated;I'll become too tired;I don't really enjoy exercising,I don't really exercise,I don't really exercise,Evening,I don't really exercise,No,Ease of access to fast food;Temptation and cravings,1,No,No,I'm sorry ... I'm not really interested in exercising
471,2019/07/06 12:37:29 AM GMT+5:30,Male,19 to 25,5,Unfit,2 to 3 times a week,I don't have enough time;I'll become too tired,Gym,Alone,Early morning,30 minutes,Not always,Lack of time,2,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
472,2019/07/06 12:37:39 AM GMT+5:30,Male,19 to 25,5,Unfit,2 to 3 times a week,I don't have enough time;I'll become too tired,Gym,Alone,Early morning,30 minutes,Not always,Lack of time,2,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
473,2019/07/06 7:40:12 AM GMT+5:30,Female,15 to 18,3,Average,1 to 2 times a week,I'll become too tired,Walking or jogging,Alone,Early morning,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight
474,2019/07/06 7:44:17 AM GMT+5:30,Male,30 to 40,5,Average,3 to 4 times a week,I don't have enough time,Gym,Alone,Early morning,30 minutes,No,Lack of time,3,Yes,No,I want to lose weight;I want to be flexible
475,2019/07/06 7:53:56 AM GMT+5:30,Male,40 and above,3,Good,3 to 4 times a week,I exercise regularly with no barriers,Walking or jogging,Alone,Early morning,1 hour,Not always,I have a balanced diet,4,Yes,No,I want to be flexible
476,2019/07/06 8:07:04 AM GMT+5:30,Male,19 to 25,3,Average,Never,I can't stay motivated,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Ease of access to fast food;Temptation and cravings,2,No,No,I want to relieve stress
477,2019/07/06 8:44:32 AM GMT+5:30,Female,19 to 25,5,Average,Never,I'll become too tired,Walking or jogging,Alone,Early morning,30 minutes,Not always,Cost,3,No,No,I want to be fit;I want to lose weight
478,2019/07/06 9:01:49 AM GMT+5:30,Female,19 to 25,3,Average,1 to 2 times a week,I don't have enough time;I can't stay motivated,Walking or jogging,Alone,Evening,30 minutes,Not always,Lack of time;Ease of access to fast food,3,Yes,No,I want to be fit;I want to lose weight
479,2019/07/06 9:09:27 AM GMT+5:30,Female,15 to 18,5,Very good,5 to 6 times a week,I don't have enough time;I have an injury,Walking or jogging;Gym;Swimming;Lifting weights,With a friend,Early morning,2 hours,Yes,Temptation and cravings,4,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to achieve a sporting goal
480,2019/07/06 9:12:09 AM GMT+5:30,Female,30 to 40,2,Average,1 to 2 times a week,I don't have enough time;I can't stay motivated,Walking or jogging,Alone,Evening,30 minutes,Not always,Temptation and cravings,2,No,Yes,I want to be fit;I want to lose weight
481,2019/07/06 9:37:36 AM GMT+5:30,Female,26 to 30,3,Average,1 to 2 times a week,I'll become too tired,Walking or jogging;Yoga,With a friend,Early morning,2 hours,Not always,Ease of access to fast food;I have a balanced diet,3,Yes,Yes,I want to lose weight
482,2019/07/06 10:14:07 AM GMT+5:30,Female,19 to 25,5,Good,1 to 2 times a week,I can't stay motivated;I exercise regularly with no barriers,Walking or jogging;Yoga;Lifting weights;Team sport,Alone,Early morning,1 hour,Yes,Ease of access to fast food;I have a balanced diet,5,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
483,2019/07/06 11:03:50 AM GMT+5:30,Male,40 and above,3,Good,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Temptation and cravings,3,No,No,I'm sorry ... I'm not really interested in exercising
484,2019/07/06 11:05:20 AM GMT+5:30,Female,30 to 40,5,Good,3 to 4 times a week,I exercise regularly with no barriers,Walking or jogging;Yoga,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to increase muscle mass and strength;I want to lose weight;I want to be flexible
485,2019/07/06 11:32:23 AM GMT+5:30,Female,19 to 25,4,Average,1 to 2 times a week,I'll become too tired,Gym,With a friend,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,Yes,I want to be fit
486,2019/07/06 11:37:06 AM GMT+5:30,Female,40 and above,3,Average,Everyday,I don't have enough time;I'll become too tired;I have an injury,Walking or jogging;Yoga,Alone,Early morning,30 minutes,Yes,Ease of access to fast food;Temptation and cravings,3,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
487,2019/07/06 12:43:16 PM GMT+5:30,Female,19 to 25,4,Average,2 to 3 times a week,I'll become too tired,Walking or jogging;Gym,Alone,Evening,30 minutes,No,Temptation and cravings,4,No,Yes,I want to be fit;I want to lose weight
488,2019/07/06 12:44:24 PM GMT+5:30,Male,19 to 25,4,Good,5 to 6 times a week,I can't stay motivated,Yoga,Alone,Early morning,30 minutes,Not always,Ease of access to fast food,3,No,Yes,I want to be fit
489,2019/07/06 12:59:41 PM GMT+5:30,Female,19 to 25,5,Average,1 to 2 times a week,I can't stay motivated;Laziness mostly ,Walking or jogging;Swimming;Yoga,Alone,Early morning,2 hours,Not always,Temptation and cravings,4,Yes,No,I want to be fit;I want to lose weight;I want to relieve stress;I want to achieve a sporting goal
490,2019/07/06 12:59:54 PM GMT+5:30,Male,40 and above,5,Good,Everyday,I exercise regularly with no barriers,Walking or jogging,Alone,Early morning,1 hour,Not always,I have a balanced diet,5,Yes,No,I want to be fit
491,2019/07/06 1:00:15 PM GMT+5:30,Male,40 and above,5,Good,Everyday,I exercise regularly with no barriers,Walking or jogging,Alone,Early morning,1 hour,Not always,I have a balanced diet,5,Yes,No,I want to be fit
492,2019/07/06 1:46:33 PM GMT+5:30,Female,15 to 18,3,Good,2 to 3 times a week,I don't have enough time,Swimming;Zumba dance,With a group,Evening,2 hours,Yes,I have a balanced diet,3,Yes,No,I want to be fit;I want to lose weight
493,2019/07/06 1:46:47 PM GMT+5:30,Male,15 to 18,4,Very good,3 to 4 times a week,I exercise regularly with no barriers,Team sport,With a group,Early morning,2 hours,Not always,Temptation and cravings,4,No,Yes,I want to achieve a sporting goal
494,2019/07/06 1:47:14 PM GMT+5:30,Female,15 to 18,2,Average,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,30 minutes,Yes,I have a balanced diet,4,No,No,I want to be fit
495,2019/07/06 1:49:16 PM GMT+5:30,Female,40 and above,3,Average,1 to 2 times a week,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,30 minutes,Yes,I have a balanced diet,4,No,No,I'm sorry ... I'm not really interested in exercising
496,2019/07/06 1:57:30 PM GMT+5:30,Female,15 to 18,4,Good,3 to 4 times a week,I can't stay motivated,Zumba dance;Team sport,Within a class environment,Evening,1 hour,Not always,Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
497,2019/07/06 1:57:54 PM GMT+5:30,Female,15 to 18,4,Good,3 to 4 times a week,I don't have enough time;I can't stay motivated,Walking or jogging;Gym;Zumba dance,Alone,Evening,30 minutes,Not always,Temptation and cravings,4,Yes,No,I want to be fit;I want to lose weight;I want to achieve a sporting goal
498,2019/07/06 2:03:29 PM GMT+5:30,Female,15 to 18,5,Perfect,Everyday,I can't stay motivated,Walking or jogging;Swimming;Yoga;Zumba dance,Within a class environment,Evening,3 hours and above,Yes,I have a balanced diet,5,Yes,No,I want to relieve stress
499,2019/07/06 3:07:25 PM GMT+5:30,Male,19 to 25,3,Good,Never,I don't have enough time;I can't stay motivated;I'll become too tired;I don't really enjoy exercising,Walking or jogging;Swimming;Team sport,With a group,Early morning,I don't really exercise,Yes,Lack of time,4,Yes,Yes,I want to be fit;I want to increase muscle mass and strength
500,2019/07/06 4:18:47 PM GMT+5:30,Male,15 to 18,4,Good,2 to 3 times a week,I don't have enough time;I can't stay motivated;I don't really enjoy exercising,Walking or jogging;Team sport,With a group,Evening,1 hour,Not always,Lack of time;Ease of access to fast food;Temptation and cravings,4,Yes,Yes,I want to be fit;I want to be flexible;I want to achieve a sporting goal
501,2019/07/06 4:25:36 PM GMT+5:30,Female,40 and above,5,Good,3 to 4 times a week,I exercise regularly with no barriers,Walking or jogging,Alone,Early morning,30 minutes,Not always,Lack of time,3,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible
502,2019/07/06 5:04:33 PM GMT+5:30,Male,40 and above,5,Good,5 to 6 times a week,I don't have enough time;I don't really enjoy exercising,Walking or jogging;Team sport,With a friend,Early morning,1 hour,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,Yes,I want to be fit;I want to be flexible;I want to relieve stress
503,2019/07/06 5:26:39 PM GMT+5:30,Female,15 to 18,4,Good,5 to 6 times a week,I don't have enough time,Team sport,With a group,Evening,1 hour,Yes,Temptation and cravings,4,No,Yes,I want to relieve stress
504,2019/07/06 5:30:24 PM GMT+5:30,Female,19 to 25,4,Average,2 to 3 times a week,I don't have enough time;I can't stay motivated,Walking or jogging,With a friend,Early morning,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,4,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible
505,2019/07/06 5:31:18 PM GMT+5:30,Female,19 to 25,4,Average,2 to 3 times a week,I don't have enough time;I can't stay motivated,Walking or jogging,With a friend,Early morning,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,4,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible
506,2019/07/06 5:58:29 PM GMT+5:30,Male,40 and above,5,Average,3 to 4 times a week,I exercise regularly with no barriers,Walking or jogging,Alone,Early morning,1 hour,Yes,I have a balanced diet,3,No,No,I want to be fit
507,2019/07/06 6:26:09 PM GMT+5:30,Female,15 to 18,4,Good,2 to 3 times a week,I don't have enough time,Yoga;Zumba dance,Alone,Early morning,30 minutes,Not always,Lack of time,3,Yes,No,I want to be flexible
508,2019/07/06 6:29:05 PM GMT+5:30,Male,19 to 25,4,Unfit,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Ease of access to fast food;Temptation and cravings,1,No,No,I'm sorry ... I'm not really interested in exercising
509,2019/07/06 7:03:42 PM GMT+5:30,Female,40 and above,5,Good,3 to 4 times a week,I can't stay motivated,Yoga,Alone,Early morning,30 minutes,Yes,I have a balanced diet,3,Yes,No,I want to lose weight
510,2019/07/06 7:05:16 PM GMT+5:30,Female,40 and above,4,Good,Everyday,I don't have enough time;I have an injury,Walking or jogging;Yoga;Zumba dance,Alone,Early morning,30 minutes,Yes,I have a balanced diet,4,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible
511,2019/07/06 7:07:27 PM GMT+5:30,Female,15 to 18,5,Good,1 to 2 times a week,I'll become too tired,Walking or jogging;Yoga,Alone,Evening,1 hour,Not always,Temptation and cravings,3,Yes,Yes,I want to be fit;I want to lose weight
512,2019/07/06 7:25:24 PM GMT+5:30,Male,40 and above,4,Good,Everyday,I exercise regularly with no barriers,Walking or jogging,Alone,Early morning,30 minutes,Not always,Lack of time;Temptation and cravings,3,Yes,No,I want to be flexible
513,2019/07/06 9:33:20 PM GMT+5:30,Female,19 to 25,4,Good,Never,I can't stay motivated,I don't really exercise,Alone,Early morning,I don't really exercise,Not always,Temptation and cravings,3,Yes,No,I want to be fit;I want to be flexible
514,2019/07/06 9:33:56 PM GMT+5:30,Male,15 to 18,4,Average,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,30 minutes,Not always,I have a balanced diet,3,No,No,I want to be flexible
515,2019/07/06 9:50:42 PM GMT+5:30,Female,19 to 25,4,Average,Never,I can't stay motivated,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Ease of access to fast food;Temptation and cravings,3,No,Yes,I want to lose weight
516,2019/07/06 9:52:27 PM GMT+5:30,Female,19 to 25,3,Average,Never,I'll become too tired,Walking or jogging,With a friend,Early morning,30 minutes,Yes,Temptation and cravings,3,Yes,No,I want to be fit
517,2019/07/06 10:26:05 PM GMT+5:30,Female,15 to 18,2,Good,1 to 2 times a week,I don't really enjoy exercising,Walking or jogging,Alone,Evening,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to relieve stress
518,2019/07/07 11:49:04 AM GMT+5:30,Female,15 to 18,5,Unfit,1 to 2 times a week,I don't really enjoy exercising,Walking or jogging,Alone,Early morning,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,Yes,I want to be fit;I want to lose weight
519,2019/07/07 12:24:22 PM GMT+5:30,Male,26 to 30,5,Good,Everyday,I exercise regularly with no barriers,Team sport,With a group,Early morning,1 hour,Not always,Temptation and cravings,4,Yes,No,I want to be flexible
520,2019/07/07 1:11:05 PM GMT+5:30,Female,19 to 25,5,Very good,Everyday,I don't have enough time,Zumba dance,Within a class environment,Evening,1 hour,Not always,Lack of time,4,Yes,Yes,I want to relieve stress
521,2019/07/07 1:19:59 PM GMT+5:30,Female,19 to 25,3,Unfit,Never,I can't stay motivated;I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Ease of access to fast food;Temptation and cravings,3,No,Yes,I'm sorry ... I'm not really interested in exercising
522,2019/07/07 2:02:57 PM GMT+5:30,Male,19 to 25,2,Good,1 to 2 times a week,I don't have enough time;I'll become too tired,Walking or jogging,Alone,Early morning,30 minutes,Yes,Lack of time,3,Yes,No,I want to be fit;I want to relieve stress
523,2019/07/07 3:12:57 PM GMT+5:30,Male,19 to 25,5,Unfit,1 to 2 times a week,I don't have enough time;I can't stay motivated,I don't really exercise,Alone,Early morning,I don't really exercise,Not always,Ease of access to fast food;Temptation and cravings,2,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress;I want to achieve a sporting goal
524,2019/07/07 3:17:57 PM GMT+5:30,Female,26 to 30,3,Average,2 to 3 times a week,I'll become too tired;I have an injury;Laziness,Walking or jogging;Zumba dance,Alone,Evening,30 minutes,Not always,Social circle ,3,Yes,No,I want to be fit;I want to lose weight
525,2019/07/07 4:59:59 PM GMT+5:30,Female,19 to 25,5,Good,5 to 6 times a week,I exercise regularly with no barriers,Gym,Alone,Early morning,1 hour,Not always,Temptation and cravings,3,Yes,Yes,I want to lose weight;I want to be flexible;I want to relieve stress
526,2019/07/07 7:00:54 PM GMT+5:30,Female,19 to 25,4,Unfit,Never,I can't stay motivated,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Ease of access to fast food,2,Yes,Yes,I want to be fit;I want to lose weight
527,2019/07/07 7:05:33 PM GMT+5:30,Male,26 to 30,2,Average,3 to 4 times a week,I can't stay motivated;I'll become too tired,Walking or jogging;Team sport,I don't really exercise,Early morning,I don't really exercise,No,Temptation and cravings,2,No,No,I want to be fit;I want to lose weight
528,2019/07/07 10:16:47 PM GMT+5:30,Female,19 to 25,5,Good,2 to 3 times a week,I can't stay motivated,Gym,With a friend,Evening,1 hour,Not always,Temptation and cravings,3,Yes,No,I want to lose weight
529,2019/07/08 12:57:50 AM GMT+5:30,Female,26 to 30,5,Average,1 to 2 times a week,I'll become too tired,Walking or jogging;Zumba dance,Within a class environment,Evening,1 hour,No,Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight
530,2019/07/08 5:42:12 AM GMT+5:30,Female,15 to 18,5,Very good,2 to 3 times a week,I don't have enough time;I'll become too tired,Walking or jogging;Gym,With a friend,Evening,30 minutes,Yes,Ease of access to fast food,4,Yes,Yes,I want to be fit;I want to lose weight
531,2019/07/08 8:00:34 PM GMT+5:30,Male,26 to 30,5,Average,1 to 2 times a week,I don't have enough time;I can't stay motivated;I'll become too tired,Walking or jogging;Gym,Alone,Evening,30 minutes,No,Lack of time;Ease of access to fast food;Temptation and cravings,2,Yes,No,I want to be fit;I want to relieve stress
532,2019/07/08 9:51:32 PM GMT+5:30,Male,40 and above,5,Average,1 to 2 times a week,I'll become too tired;I have an injury;I don't really enjoy exercising,Walking or jogging;Yoga,Alone,Evening,2 hours,Not always,Temptation and cravings,2,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible
533,2019/07/09 10:16:53 AM GMT+5:30,Female,26 to 30,4,Good,3 to 4 times a week,I don't have enough time;I can't stay motivated,Walking or jogging;Zumba dance,Within a class environment,Evening,1 hour,Not always,Temptation and cravings,3,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
534,2019/07/09 4:46:18 PM GMT+5:30,Female,40 and above,5,Very good,5 to 6 times a week,I exercise regularly with no barriers,Walking or jogging;Gym,Alone,Afternoon,2 hours,Not always,Temptation and cravings,4,Yes,Yes,I want to be fit;I want to be flexible;I want to relieve stress
535,2019/07/09 4:51:35 PM GMT+5:30,Male,40 and above,5,Very good,5 to 6 times a week,I exercise regularly with no barriers,Gym,Alone,Early morning,2 hours,Not always,Temptation and cravings,4,Yes,Yes,I want to be fit;I want to relieve stress
536,2019/07/09 6:39:33 PM GMT+5:30,Male,26 to 30,3,Good,3 to 4 times a week,I don't have enough time,Walking or jogging;Swimming,Alone,Early morning,30 minutes,Not always,Lack of time,4,Yes,No,I want to be fit
537,2019/07/09 7:46:11 PM GMT+5:30,Female,40 and above,3,Perfect,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Evening,30 minutes,Not always,I have a balanced diet,4,Yes,Yes,I want to be flexible
538,2019/07/09 7:46:34 PM GMT+5:30,Female,40 and above,3,Perfect,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Evening,30 minutes,Not always,I have a balanced diet,4,Yes,Yes,I want to be flexible
539,2019/07/09 7:46:40 PM GMT+5:30,Female,40 and above,3,Perfect,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Evening,30 minutes,Not always,I have a balanced diet,4,Yes,Yes,I want to be flexible
540,2019/07/09 7:46:49 PM GMT+5:30,Female,40 and above,3,Perfect,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Evening,30 minutes,Not always,I have a balanced diet,4,Yes,Yes,I want to be flexible
541,2019/07/09 8:20:48 PM GMT+5:30,Female,40 and above,1,Average,3 to 4 times a week,I exercise regularly with no barriers,Walking or jogging;Gym;Swimming,I don't really exercise,Early morning,2 hours,Yes,Lack of time,3,Yes,Yes,I want to be fit;I want to relieve stress
542,2019/07/12 11:22:18 AM GMT+5:30,Female,19 to 25,4,Average,1 to 2 times a week,I can't stay motivated,Walking or jogging;Yoga,Alone,Early morning,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,4,Yes,No,I want to lose weight;I want to be flexible
543,2019/07/15 1:48:25 PM GMT+5:30,Male,19 to 25,3,Good,3 to 4 times a week,I don't really enjoy exercising,Walking or jogging,Alone,Evening,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to relieve stress
544,2019/07/21 8:54:46 PM GMT+5:30,Female,40 and above,2,Average,Never,I don't have enough time;I can't stay motivated;I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Cost;Temptation and cravings,3,No,Yes,I'm sorry ... I'm not really interested in exercising
